,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1200,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Starbucks,43.650159,-79.37779300000001,Coffee Shop
1201,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Fresh On Front,43.64781466405137,-79.37445276186271,Vegetarian / Vegan Restaurant
1202,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Sam James Coffee Bar (SJCB),43.64788137014028,-79.3843315283683,Café
1203,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Buster's Sea Cove,43.647774105842885,-79.37918080262172,Seafood Restaurant
1204,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,The National Club,43.649342592832326,-79.38057357318459,Wine Bar
1205,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Papyrus,43.648195409549366,-79.3813921854217,Gift Shop
1206,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,The Poké Box,43.650469315031785,-79.37631703952829,Poke Place
1207,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Terroni,43.650927,-79.375602,Italian Restaurant
1208,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Leña,43.651722,-79.379205,Latin American Restaurant
1209,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Cambridge Suites Toronto,43.65183649475983,-79.37810738045549,Hotel
1210,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Five Guys,43.64879871902221,-79.38168078992041,Burger Joint
1211,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,The Gabardine,43.650988010642315,-79.38122513218156,American Restaurant
1212,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Starbucks,43.647261,-79.378599,Coffee Shop
1213,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Carisma,43.64961671774304,-79.3754337751762,Italian Restaurant
1214,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Irish Embassy,43.64791849936152,-79.37727345157903,Irish Pub
1215,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1216,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
1217,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,NAMI,43.65085336178512,-79.37588746641697,Japanese Restaurant
1218,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,DAVIDsTEA,43.65054655294377,-79.38338493349876,Tea Room
1219,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Hudson's Bay,43.65203981587681,-79.38039146122816,Department Store
1220,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,GoodLife Fitness Toronto Street Women's Only,43.6504,-79.3767,Gym
1221,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Tim Hortons,43.64625596752465,-79.37957346439356,Coffee Shop
1222,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
1223,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,The Reservoir Lounge,43.64851659851552,-79.37455623391587,Jazz Club
1224,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
1225,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Pizzeria Libretto,43.648333546862354,-79.3851105018417,Pizza Place
1226,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Bay Adelaide Centre,43.65087853910239,-79.38000310739676,Office
1227,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Bardi's Steak House,43.64622,-79.383074,Restaurant
1228,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
1229,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Victoria's Restaurant,43.64929834396347,-79.37643067251868,Restaurant
1230,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Sweet Lulu,43.650556504899356,-79.38117543224396,Asian Restaurant
1231,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1232,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
1233,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Earls Kitchen & Bar,43.647945662980305,-79.3837058277153,Bar
1234,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1235,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Over Easy,43.648077042043454,-79.37759871575396,Breakfast Spot
1236,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
1237,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Portico,43.65185568790013,-79.37805540906518,Restaurant
1238,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
1239,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Brookfield Place,43.64679064120303,-79.37876938530563,Shopping Mall
1240,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1241,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,iQ Food Co,43.647481686032314,-79.37910417362639,Fast Food Restaurant
1242,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Prairie Girl Bakery,43.64833236397115,-79.38230492443056,Cupcake Shop
1243,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Metropolitan Resto Bar,43.65006166044847,-79.3771814107564,Italian Restaurant
1244,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,McEwan Foods,43.647160111263965,-79.38104402548048,Deli / Bodega
1245,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Meridian Hall,43.6462921242056,-79.37602179505663,Concert Hall
1246,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Z-Teca Gourmet Burritos,43.648014180343104,-79.37911924716222,Burrito Place
1247,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Jump,43.648147385163526,-79.37875242540652,American Restaurant
1248,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Library Bar,43.64550019136729,-79.38160166851245,Hotel Bar
1249,"Commerce Court, Victoria Hotel",43.6481985,-79.37981690000002,Piper's Gastropub,43.64546811114469,-79.38177905581458,Cocktail Bar
1250,"North Park, Maple Leaf Park, Upwood Park",43.71375620000001,-79.4900738,Rustic Bakery,43.7154139989748,-79.4903002864082,Bakery
1251,"North Park, Maple Leaf Park, Upwood Park",43.71375620000001,-79.4900738,Maple leaf park,43.716187513283,-79.4935309549699,Park
1252,"North Park, Maple Leaf Park, Upwood Park",43.71375620000001,-79.4900738,Mika's Trim,43.714068,-79.496113,Construction & Landscaping
1253,Humber Summit,43.7563033,-79.56596329999998,Pizza Monza,43.755042526542205,-79.56719521010015,Pizza Place
1254,Humber Summit,43.7563033,-79.56596329999998,HNS ARARAT,43.757518845686455,-79.56365346908571,Furniture / Home Store
1255,"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.23947609999998,Have A Nap Motel,43.718256,-79.240135,Motel
1256,"Cliffside, Cliffcrest, Scarborough Village West",43.716316,-79.23947609999998,Vincent's Spot,43.71700152544261,-79.24235338465942,American Restaurant
1257,Downsview,43.7284964,-79.49569740000003,Roding Park,43.72865504119429,-79.49291760986993,Baseball Field
1258,Downsview,43.7284964,-79.49569740000003,Toronto Painters by MPS,43.72936731067151,-79.49900150299072,Home Service
1259,Downsview,43.7284964,-79.49569740000003,Blue Sail Energy Solutions,43.731445023884106,-79.49378728866576,Business Service
1260,Downsview,43.7284964,-79.49569740000003,Yummy Dogs,43.72651174068901,-79.50127950136176,Food Truck
1261,Studio District,43.6595255,-79.340923,Ed's Real Scoop,43.66065583245501,-79.34201875480059,Ice Cream Shop
1262,Studio District,43.6595255,-79.340923,Queen Books,43.6606506251737,-79.34226723956904,Bookstore
1263,Studio District,43.6595255,-79.340923,Te Aro,43.661372816750486,-79.33857736283376,Coffee Shop
1264,Studio District,43.6595255,-79.340923,The Bone House,43.66089376125636,-79.3410974737743,Pet Store
1265,Studio District,43.6595255,-79.340923,Hooked,43.660407315242956,-79.34325721641623,Fish Market
1266,Studio District,43.6595255,-79.340923,WAYLABAR,43.661234129782564,-79.33959722763221,Gay Bar
1267,Studio District,43.6595255,-79.340923,Brick Street Breads,43.66068453213004,-79.34250134749479,Bakery
1268,Studio District,43.6595255,-79.340923,Mercury Espresso Bar,43.66080615235188,-79.34124064841119,Coffee Shop
1269,Studio District,43.6595255,-79.340923,Leslieville,43.662070243927786,-79.33785619823739,Neighborhood
1270,Studio District,43.6595255,-79.340923,Baldini,43.661299966369135,-79.33902686943661,Italian Restaurant
1271,Studio District,43.6595255,-79.340923,Reliable Halibut and Chips,43.660874,-79.340938,Seafood Restaurant
1272,Studio District,43.6595255,-79.340923,Purple Penguin Cafe,43.66050115073973,-79.34256490845178,Café
1273,Studio District,43.6595255,-79.340923,braised,43.660451867292366,-79.34334606916272,American Restaurant
1274,Studio District,43.6595255,-79.340923,Tabule,43.659730965343634,-79.3463408134466,Middle Eastern Restaurant
1275,Studio District,43.6595255,-79.340923,Leslieville Cheese Market,43.66054639296253,-79.34230245629409,Cheese Shop
1276,Studio District,43.6595255,-79.340923,eastside social,43.66128890198289,-79.33915476536174,Comfort Food Restaurant
1277,Studio District,43.6595255,-79.340923,Wonder Pens,43.662809067344405,-79.34145159601191,Stationery Store
1278,Studio District,43.6595255,-79.340923,Boxcar Social,43.659722741351565,-79.34687077721378,Café
1279,Studio District,43.6595255,-79.340923,Bonjour Brioche,43.659734402868,-79.34626614342186,Bakery
1280,Studio District,43.6595255,-79.340923,Avling Kitchen & Brewery,43.661515,-79.33811700000001,Brewery
1281,Studio District,43.6595255,-79.340923,Jimmie Simpson Park,43.65922968838468,-79.3450629597167,Park
1282,Studio District,43.6595255,-79.340923,EAT BKK Thai Kitchen,43.66045,-79.343113,Thai Restaurant
1283,Studio District,43.6595255,-79.340923,Starbucks,43.660742,-79.342362,Coffee Shop
1284,Studio District,43.6595255,-79.340923,District 28,43.65517388160507,-79.34059760137761,Coworking Space
1285,Studio District,43.6595255,-79.340923,Spirit Loft Yoga,43.663548159441355,-79.3413327874046,Yoga Studio
1286,Studio District,43.6595255,-79.340923,Brooklyn Tavern,43.6619369746749,-79.33593786927155,American Restaurant
1287,Studio District,43.6595255,-79.340923,The Thirsty Duck,43.66113846977925,-79.34010994796955,Gastropub
1288,Studio District,43.6595255,-79.340923,Barrio Cerveceria,43.66043013260823,-79.34350897486634,Latin American Restaurant
1289,Studio District,43.6595255,-79.340923,Dwell Gym,43.6634116374049,-79.3411044597478,Gym / Fitness Center
1290,Studio District,43.6595255,-79.340923,The Roy Public House,43.660451849464096,-79.34299382973944,Bar
1291,Studio District,43.6595255,-79.340923,7-Eleven,43.660897,-79.340159,Convenience Store
1292,Studio District,43.6595255,-79.340923,TD Canada Trust,43.66065945166685,-79.34277481866047,Bank
1293,Studio District,43.6595255,-79.340923,Gale's Snack Bar,43.658239,-79.339077,Diner
1294,Studio District,43.6595255,-79.340923,Good Neighbour,43.661000457579405,-79.34029809683763,Clothing Store
1295,Studio District,43.6595255,-79.340923,Saulter Street Brewery,43.6584115679406,-79.34639217979787,Brewery
1296,Studio District,43.6595255,-79.340923,McQueens Pub,43.661483127832994,-79.338072195258,Gastropub
1297,Studio District,43.6595255,-79.340923,Chez Nous,43.65964,-79.3469,Wine Bar
1298,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Aroma Espresso Bar,43.735975044807546,-79.42039080887426,Café
1299,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Darbar Persian Grill,43.735484,-79.420006,Restaurant
1300,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
1301,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
1302,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Francobollo,43.73455692305577,-79.41954908679143,Italian Restaurant
1303,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
1304,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
1305,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Satay on the Road,43.73531031200923,-79.41978338676937,Thai Restaurant
1306,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
1307,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Drums N Flats,43.73503512478632,-79.42003978035156,Comfort Food Restaurant
1308,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
1309,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,43.732603999999995,-79.419136,Coffee Shop
1310,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Shoppers Drug Mart,43.736276000000004,-79.41970500000001,Pharmacy
1311,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Dino's No Frills,43.730699,-79.41853499999999,Grocery Store
1312,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73148485587151,-79.41954981345089,Sandwich Place
1313,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Il Fornaro,43.734072999999995,-79.41986999999999,Italian Restaurant
1314,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73159539578682,-79.41963959053554,Sandwich Place
1315,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
1316,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
1317,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
1318,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pizza Pizza,43.731952,-79.415019,Pizza Place
1319,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Citywide Locksmiths Ltd.,43.729006742216676,-79.41854458884336,Locksmith
1320,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,Subway,43.690218303002176,-79.47404997234327,Sandwich Place
1321,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,Dollar Tree,43.690296200000006,-79.4746668,Discount Store
1322,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,2 Brothers shawarma,43.690118,-79.47515,Turkish Restaurant
1323,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,El Nahual,43.690762899999996,-79.4737993,Restaurant
1324,"Del Ray, Mount Dennis, Keelsdale and Silverthorn",43.6911158,-79.47601329999998,Z Bar & Grille,43.690673007106504,-79.47276425326548,Bar
1325,"Humberlea, Emery",43.7247659,-79.53224240000002,Strathburn Park,43.721765047523654,-79.53285448549356,Baseball Field
1326,"Birch Cliff, Cliffside West",43.692657,-79.2648481,The Birchcliff,43.69166644406541,-79.26453158481681,Café
1327,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Community Centre,43.69517507509799,-79.26216087070237,General Entertainment
1328,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Scarborough Gardens,43.69464651921621,-79.26223031725522,Skating Rink
1329,"Birch Cliff, Cliffside West",43.692657,-79.2648481,Birchmount Stadium,43.69532286771263,-79.26129341125487,College Stadium
1330,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Loblaws,43.768722,-79.412101,Grocery Store
1331,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Konjiki Ramen,43.76699771023422,-79.41222209328754,Ramen Restaurant
1332,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,The Keg,43.766578917664795,-79.41213141222555,Steakhouse
1333,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Aroma Espresso Bar,43.76944882099181,-79.41308107735675,Café
1334,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Starbucks,43.768353000000005,-79.413046,Coffee Shop
1335,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Wako Sushi + Bar,43.77080606720809,-79.41313811956255,Japanese Restaurant
1336,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Cineplex Cinemas,43.76862539839478,-79.41261307104753,Movie Theater
1337,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Saryo,43.766979020092315,-79.41220491675689,Café
1338,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Dairy Queen,43.76701557770687,-79.4120009150447,Ice Cream Shop
1339,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Michaels,43.767244873945714,-79.41197372883606,Arts & Crafts Store
1340,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Booster Juice,43.76889,-79.41298990000001,Juice Bar
1341,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Mel Lastman Square,43.76770145783431,-79.41297541544051,Plaza
1342,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Empress Walk,43.768540252857974,-79.41267070827841,Shopping Mall
1343,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Aura,43.766012799364795,-79.41081286441447,Lounge
1344,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,PetSmart,43.769139,-79.412522,Pet Store
1345,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Aburi Room,43.769197,-79.414039,Sushi Restaurant
1346,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Starbucks,43.768464,-79.414017,Coffee Shop
1347,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Dollarama,43.768722,-79.412101,Discount Store
1348,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Subway,43.768507,-79.41398454232784,Sandwich Place
1349,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Best Buy,43.76811518063931,-79.4126082683499,Electronics Store
1350,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Ajisen Ramen 味千ラーメン,43.771444,-79.413139,Ramen Restaurant
1351,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Symposium Cafe Restaurant & Lounge,43.77107544003332,-79.41339624610163,Restaurant
1352,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Wendy’s,43.768461272438536,-79.4123771060805,Fast Food Restaurant
1353,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Shawarma Max,43.766011708971185,-79.41084443679077,Middle Eastern Restaurant
1354,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Boston Pizza,43.76966566980136,-79.41305666054794,Pizza Place
1355,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Kinton Ramen,43.769683759267934,-79.41304877291765,Ramen Restaurant
1356,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Subway,43.77140090446779,-79.41345717293876,Sandwich Place
1357,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Pho 88 Vietnamese Cuisine,43.77045596393368,-79.41306424537945,Vietnamese Restaurant
1358,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Freshslice Pizza,43.771353408025305,-79.4134865956423,Pizza Place
1359,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Ten Ren's Tea Time 喫茶新饌,43.769574852327395,-79.41259669370922,Bubble Tea Shop
1360,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Novotel Toronto North York,43.76872304736465,-79.41425730725825,Hotel
1361,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,PROJECT:FISH,43.7691,-79.414305,Sushi Restaurant
1362,"Willowdale, Willowdale East",43.7701199,-79.40849279999998,Ichiban Fish House,43.76599495334784,-79.4108127227573,Japanese Restaurant
1363,Downsview,43.7616313,-79.52099940000002,Durante's No Frills,43.758178,-79.51968000000001,Grocery Store
1364,Downsview,43.7616313,-79.52099940000002,LCBO,43.759256617873106,-79.51945388294175,Liquor Store
1365,Downsview,43.7616313,-79.52099940000002,Driftwood community centre,43.765679595630225,-79.51970643195256,Athletics & Sports
1366,Downsview,43.7616313,-79.52099940000002,Planet Fitness,43.757538000000004,-79.51961,Gym / Fitness Center
1367,Lawrence Park,43.7280205,-79.3887901,Lawrence Park Ravine,43.726963039137544,-79.39438246708775,Park
1368,Lawrence Park,43.7280205,-79.3887901,Zodiac Swim School,43.728532057654384,-79.3828602612317,Swim School
1369,Lawrence Park,43.7280205,-79.3887901,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
1370,Roselawn,43.7116948,-79.41693559999999,Rosalind's Garden Oasis,43.71218888050602,-79.41197784736923,Garden
1371,Roselawn,43.7116948,-79.41693559999999,Havergal College,43.712108,-79.41168,Music Venue
1372,"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,Wonderfood,43.67235238324323,-79.49257115909873,Convenience Store
1373,"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,195 Jane Rocket,43.672334850841,-79.49263389979957,Bus Line
1374,"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,High Park Brewery,43.669903000000005,-79.48343,Brewery
1375,"Runnymede, The Junction North",43.67318529999999,-79.48726190000002,Starving Artist,43.66986,-79.48311,Breakfast Spot
1376,Weston,43.706876,-79.51818840000001,Grattan Park,43.70622161954314,-79.52170483861299,Park
1377,Weston,43.706876,-79.51818840000001,Wallace C. Swanek Park,43.70889643296718,-79.52264785766602,Park
1378,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.27330400000002,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
1379,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.27330400000002,Kairali,43.75491473929184,-79.27694504646365,Indian Restaurant
1380,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.27330400000002,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
1381,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.27330400000002,Big Al's Pet Supercentre,43.759278944115955,-79.27832544749344,Pet Store
1382,"Dorset Park, Wexford Heights, Scarborough Town Centre",43.7574096,-79.27330400000002,Pho Vietnam,43.75777030564719,-79.27857193068989,Vietnamese Restaurant
1383,York Mills West,43.7527583,-79.4000493,Kitchen Food Fair,43.751297901387304,-79.40139340223642,Convenience Store
1384,York Mills West,43.7527583,-79.4000493,Tournament Park,43.75125720420174,-79.39971685409544,Park
1385,Davisville North,43.7127511,-79.3901975,Homeway Restaurant & Brunch,43.712641203974435,-79.39155655199943,Breakfast Spot
1386,Davisville North,43.7127511,-79.3901975,Sherwood Park,43.71655100307589,-79.38777567141624,Park
1387,Davisville North,43.7127511,-79.3901975,Summerhill Market North,43.7154991491069,-79.39288125988016,Food & Drink Shop
1388,Davisville North,43.7127511,-79.3901975,Winners,43.713236064132516,-79.3938728363979,Department Store
1389,Davisville North,43.7127511,-79.3901975,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
1390,Davisville North,43.7127511,-79.3901975,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
1391,Davisville North,43.7127511,-79.3901975,900 Mount Pleasant - Residents Gym,43.71167058860572,-79.39176718824409,Gym / Fitness Center
1392,Davisville North,43.7127511,-79.3901975,Sherwood Off-leash Dog Park,43.715711097005595,-79.39011782200484,Dog Run
1393,Davisville North,43.7127511,-79.3901975,Love To Dance,43.70838672789582,-79.39055765587766,Dance Studio
1394,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000002,Kay Gardner Beltline Trail,43.69844583557453,-79.40687298774718,Trail
1395,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000002,Forest Hill Road Park,43.69794474434431,-79.4066047668457,Park
1396,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000002,Nikko Sushi Japenese Restaurant,43.700443369880006,-79.40795690464067,Sushi Restaurant
1397,"Forest Hill North & West, Forest Hill Road Park",43.6969476,-79.41130720000002,Oliver jewelry,43.700373602678255,-79.40764377846679,Jewelry Store
1398,"High Park, The Junction South",43.6616083,-79.46476329999999,Lithuania Park,43.65866665347042,-79.46303844451904,Park
1399,"High Park, The Junction South",43.6616083,-79.46476329999999,Hole in the Wall,43.66529624102518,-79.46511783107383,Bar
1400,"High Park, The Junction South",43.6616083,-79.46476329999999,nodo,43.66530332162751,-79.46562068004896,Italian Restaurant
1401,"High Park, The Junction South",43.6616083,-79.46476329999999,Indie Alehouse,43.66547472315273,-79.46528973047275,Gastropub
1402,"High Park, The Junction South",43.6616083,-79.46476329999999,Junction Flea,43.665258286011984,-79.462867677381,Flea Market
1403,"High Park, The Junction South",43.6616083,-79.46476329999999,ARTiculations,43.6655499084009,-79.46719380367311,Arts & Crafts Store
1404,"High Park, The Junction South",43.6616083,-79.46476329999999,SMASH,43.6654962550784,-79.46553722469592,Antique Shop
1405,"High Park, The Junction South",43.6616083,-79.46476329999999,famous last words,43.665181,-79.468471,Speakeasy
1406,"High Park, The Junction South",43.6616083,-79.46476329999999,Mjölk,43.66543243668563,-79.46796194112322,Furniture / Home Store
1407,"High Park, The Junction South",43.6616083,-79.46476329999999,The Beet Organic Café,43.66533965738967,-79.46713655678532,Café
1408,"High Park, The Junction South",43.6616083,-79.46476329999999,Junction City Music Hall,43.66533428942122,-79.46625298427486,Music Venue
1409,"High Park, The Junction South",43.6616083,-79.46476329999999,Pandemonium,43.665532862507604,-79.46693103427353,Bookstore
1410,"High Park, The Junction South",43.6616083,-79.46476329999999,Isaan Der,43.665310999999996,-79.468078,Thai Restaurant
1411,"High Park, The Junction South",43.6616083,-79.46476329999999,Tim & Sue's No Frills,43.664243,-79.468643,Grocery Store
1412,"High Park, The Junction South",43.6616083,-79.46476329999999,Playa Cabana Cantina,43.665315025633404,-79.46554803042925,Mexican Restaurant
1413,"High Park, The Junction South",43.6616083,-79.46476329999999,Cool Hand of a Girl,43.66541017820661,-79.46282167660381,Café
1414,"High Park, The Junction South",43.6616083,-79.46476329999999,Junction Grill,43.66521011890175,-79.46846083483024,Diner
1415,"High Park, The Junction South",43.6616083,-79.46476329999999,Silk,43.66529073542964,-79.46623843808621,Thai Restaurant
1416,"High Park, The Junction South",43.6616083,-79.46476329999999,Dollarama,43.665791999999996,-79.465906,Discount Store
1417,"High Park, The Junction South",43.6616083,-79.46476329999999,A&W,43.66552,-79.464731,Fast Food Restaurant
1418,"High Park, The Junction South",43.6616083,-79.46476329999999,ROUX,43.665418147198665,-79.46239204687215,Cajun / Creole Restaurant
1419,"High Park, The Junction South",43.6616083,-79.46476329999999,Pascal's Baguette & Bagels,43.665426000000004,-79.466176,Bakery
1420,"High Park, The Junction South",43.6616083,-79.46476329999999,Chica’s Nashville Hot Chicken,43.665295,-79.464888,Fried Chicken Joint
1421,"High Park, The Junction South",43.6616083,-79.46476329999999,La Revolucion,43.66546024899212,-79.46430756434131,Mexican Restaurant
